File,uuid,serie,Geo Coordinate,Image Coordinate,width,height
05 Arnhem 1881,1f20e70b-280c-40e3-a60b-6cfe006a5064,"('EERSTE HERZIENING', '2')","[[ 5.7856306 51.9365903]
 [ 5.930661  51.9360091]
 [ 5.9314189 51.9985189]
 [ 5.7861862 51.9991011]
 [ 5.7856306 51.9365903]]","[[[ 596. 4807.]]

 [[7076. 4795.]]

 [[7069.  765.]]

 [[ 589.  777.]]]",7680,5376
06 Heteren 1881,15c033f8-b6c8-4eb1-81ba-b6b1e3055d5b,"('EERSTE HERZIENING', '2')","[[ 5.6721218 51.939296 ]
 [ 5.8114275 51.9388756]
 [ 5.8119893 51.9982387]
 [ 5.6724992 51.9986598]
 [ 5.6721218 51.939296 ]]","[[[ 388. 4578.]]

 [[6861. 4655.]]

 [[6910.  481.]]

 [[ 437.  404.]]]",7312,4992
07 Opheusden 1881,84d6a614-33a5-49a8-a9b6-f0ce27722e4e,"('EERSTE HERZIENING', '2')","[[ 5.5549713 51.9228836]
 [ 5.6942712 51.9226021]
 [ 5.6946598 51.9793561]
 [ 5.5551837 51.9796382]
 [ 5.5549713 51.9228836]]","[[[ 441. 4466.]]

 [[6932. 4510.]]

 [[6961.  354.]]

 [[ 469.  310.]]]",7344,4812
08 Rheenen 1881,8babba8b-9cf5-4056-b6e8-c21f8e62aa21,"('EERSTE HERZIENING', '2')","[[ 5.4798763 51.9202331]
 [ 5.5812088 51.9201093]
 [ 5.5815979 52.0099647]
 [ 5.4800624 52.0100887]
 [ 5.4798763 51.9202331]]","[[[ 622. 7072.]]

 [[4796. 7057.]]

 [[4774.  575.]]

 [[ 599.  590.]]]",5364,7680
09 Maurik 1882,0f91cc8f-f9ce-4f64-96f6-65f1abf91d94,"('EERSTE HERZIENING', '2')","[[ 5.4108732 51.9406916]
 [ 5.5058227 51.940634 ]
 [ 5.5060494 52.0261639]
 [ 5.4109187 52.0262217]
 [ 5.4108732 51.9406916]]","[[[ 409. 6883.]]

 [[4592. 6936.]]

 [[4674.  447.]]

 [[ 491.  394.]]]",5088,7368
10 Wijk bij Duurstede 1882,71d92b1e-8e33-4775-ab52-0add609f0a2a,"('EERSTE HERZIENING', '2')","[[ 5.2907621 51.9390897]
 [ 5.4366994 51.9391186]
 [ 5.4367687 52.0016481]
 [ 5.2906278 52.0016191]
 [ 5.2907621 51.9390897]]","[[[ 587. 4729.]]

 [[7050. 4743.]]

 [[7060.  512.]]

 [[ 596.  498.]]]",7648,5292
11 Culemborg 1882,df862303-b722-4b9d-a688-44ca1963381a,"('EERSTE HERZIENING', '2')","[[ 5.1717588 51.9395663]
 [ 5.3231236 51.9397461]
 [ 5.323033  52.0032582]
 [ 5.1714538 52.0030781]
 [ 5.1717588 51.9395663]]","[[[ 686. 4768.]]

 [[7174. 4854.]]

 [[7229.  678.]]

 [[ 741.  593.]]]",7936,5364
12 Hagestein 1882,2fb3acb2-4762-4143-9161-f9ea4c26c786,"('EERSTE HERZIENING', '2')","[[ 5.10291   51.9310071]
 [ 5.2038144 51.9312077]
 [ 5.2034503 52.0202622]
 [ 5.1023454 52.0200611]
 [ 5.10291   51.9310071]]","[[[ 545. 7054.]]

 [[4718. 7089.]]

 [[4772.  599.]]

 [[ 599.  564.]]]",5352,7664
13 Vianen 1883,2ba8c4f9-9039-424c-8804-c9e1343cd50f,"('EERSTE HERZIENING', '2')","[[ 4.9863862 51.9503054]
 [ 5.1308782 51.950709 ]
 [ 5.1305014 52.0166265]
 [ 4.9857969 52.0162221]
 [ 4.9863862 51.9503054]]","[[[ 536. 5082.]]

 [[7020. 5134.]]

 [[7060.  216.]]

 [[ 576.  164.]]]",7624,5520
14 Ameide 1883,7c2da0d0-829c-4f6e-bcce-bc31dab1248a,"('EERSTE HERZIENING', '2')","[[ 4.870089  51.92551  ]
 [ 5.0144732 51.9260563]
 [ 5.0139349 51.9908505]
 [ 4.8693422 51.9903031]
 [ 4.870089  51.92551  ]]","[[[ 549. 5244.]]

 [[7052. 5282.]]

 [[7081.  331.]]

 [[ 578.  293.]]]",7656,5544
15 Schoonhoven 1883,9b242f29-bb55-4dc1-831b-b2a20dd9b74f,"('EERSTE HERZIENING', '2')","[[ 4.7527916 51.8925123]
 [ 4.8988185 51.8932099]
 [ 4.8980028 51.9682057]
 [ 4.7517318 51.9675065]
 [ 4.7527916 51.8925123]]","[[[ 565. 5615.]]

 [[7041. 5656.]]

 [[7073.  688.]]

 [[ 597.  647.]]]",7648,6408
16 Lekkerkerk 1883,bc387ab6-aec9-4139-90f0-78155c542d24,"('EERSTE HERZIENING', '2')","[[ 4.6375945 51.8711036]
 [ 4.7817376 51.8719351]
 [ 4.7808611 51.9369853]
 [ 4.6365093 51.9361523]
 [ 4.6375945 51.8711036]]","[[[ 586. 5221.]]

 [[7443. 5243.]]

 [[7459.  325.]]

 [[ 601.  303.]]]",7672,5532
17 Krimpen aan de Lek tweede uitgave 1907,f09b3f4f-d194-4e12-9eca-dead5ce55526,"('EERSTE HERZIENING', '2')","[[ 4.5351577 51.8761973]
 [ 4.6512371 51.8769819]
 [ 4.6504975 51.9221516]
 [ 4.5343014 51.921366 ]
 [ 4.5351577 51.8761973]]","[[[ 555. 4595.]]

 [[7029. 4638.]]

 [[7057.  494.]]

 [[ 583.  451.]]]",7648,5184
17 Krimpen aan de Lek 1879,8d297185-496b-4d74-abfa-0f4943454fa8,"('EERSTE HERZIENING', '2')","[[ 4.5212151 51.8674316]
 [ 4.666163  51.8684109]
 [ 4.6651772 51.9298573]
 [ 4.5200311 51.9288762]
 [ 4.5212151 51.8674316]]","[[[ 581. 4688.]]

 [[7078. 4725.]]

 [[7102.  539.]]

 [[ 605.  502.]]]",7696,5376
18 Rotterdam tweede uitgave 1904,01b738d1-5d4d-48ce-8c42-8e06594feefc,"('EERSTE HERZIENING', '2')","[[ 4.4189895 51.8854795]
 [ 4.5345344 51.886375 ]
 [ 4.5337139 51.9296171]
 [ 4.4180578 51.9287205]
 [ 4.4189895 51.8854795]]","[[[ 494. 4343.]]

 [[6974. 4389.]]

 [[7004.  205.]]

 [[ 523.  159.]]]",7376,4788
18 Rotterdam 1880,3d267051-b894-4c58-9862-b2530e1d3695,"('EERSTE HERZIENING', '2')","[[ 4.4064571 51.8778558]
 [ 4.5453423 51.8789333]
 [ 4.5442894 51.9351255]
 [ 4.4052306 51.9340463]
 [ 4.4064571 51.8778558]]","[[[ 567. 4777.]]

 [[7444. 4859.]]

 [[7495.  675.]]

 [[ 617.  592.]]]",7712,5376
19 Vlaardingen tweede uitgave 1906,7ed7df2b-6f38-49f6-a67a-64816ad6d30a,"('EERSTE HERZIENING', '2')","[[ 4.3026267 51.8832606]
 [ 4.4189131 51.8842767]
 [ 4.4180798 51.922957 ]
 [ 4.3016933 51.9219398]
 [ 4.3026267 51.8832606]]","[[[ 392. 4574.]]

 [[6883. 4618.]]

 [[6911.  455.]]

 [[ 420.  411.]]]",7336,5004
19 Vlaardingen 1881,cbeea7c3-d634-4432-9f38-410656514900,"('EERSTE HERZIENING', '2')","[[ 4.2918844 51.8778192]
 [ 4.43069   51.8790315]
 [ 4.4294515 51.9372046]
 [ 4.2904662 51.9359902]
 [ 4.2918844 51.8778192]]","[[[ 482. 4664.]]

 [[7002. 4611.]]

 [[6968.  423.]]

 [[ 449.  475.]]]",7560,5232
20 Maassluis tweede uitgave 1903,3ac42e49-19c7-4b91-96b6-89b2ab79e996,"('EERSTE HERZIENING', '2')","[[ 4.2152983 51.8884719]
 [ 4.3031048 51.889315 ]
 [ 4.3021293 51.9297444]
 [ 4.2142439 51.9289003]
 [ 4.2152983 51.8884719]]","[[[ 462. 4280.]]

 [[5433. 4333.]]

 [[5473.  562.]]

 [[ 502.  509.]]]",5960,4800
20 Maassluis 1880,370be74c-d719-44e6-a2af-45fc19595cc2,"('EERSTE HERZIENING', '2')","[[ 4.2095994 51.8484629]
 [ 4.3116082 51.8494418]
 [ 4.3094772 51.9384568]
 [ 4.2072663 51.9374754]
 [ 4.2095994 51.8484629]]","[[[ 207. 7049.]]

 [[5186. 7065.]]

 [[5207.  601.]]

 [[ 228.  585.]]]",5472,7648
21 De Lier tweede uitgave 1906,ffe4fcd3-15f5-438d-85bb-34f2eeab84e1,"('EERSTE HERZIENING', '2')","[[ 4.1296567 51.920882 ]
 [ 4.2720433 51.9223192]
 [ 4.2704579 51.986098 ]
 [ 4.1278689 51.9846581]
 [ 4.1296567 51.920882 ]]","[[[ 431. 4959.]]

 [[6909. 5004.]]

 [[6942.  425.]]

 [[ 463.  380.]]]",7400,5412
21 De Lier 1881,6195eccf-b456-44f3-bce8-3579d03d6763,"('EERSTE HERZIENING', '2')","[[ 4.1296567 51.920882 ]
 [ 4.2720433 51.9223192]
 [ 4.2704579 51.986098 ]
 [ 4.1278689 51.9846581]
 [ 4.1296567 51.920882 ]]","[[[ 572. 5075.]]

 [[7074. 5097.]]

 [[7090.  121.]]

 [[ 589.   99.]]]",7688,5640
22 Hoek van Holland tweede uitgave 1906,f841db2e-0eed-46f5-b696-38b8039e264a,"('EERSTE HERZIENING', '2')","[[ 4.0694101 51.9603172]
 [ 4.1407673 51.9610952]
 [ 4.1398059 51.9956809]
 [ 4.0683937 51.9949022]
 [ 4.0694101 51.9603172]]","[[[1573. 4270.]]

 [[5713. 4340.]]

 [[5770.  979.]]

 [[1630.  909.]]]",7368,5232
22 Hoek van Holland 1881,cf0641fb-93df-4a31-8f41-0869bd539b3a,"('EERSTE HERZIENING', '2')","[[ 4.0578366 51.9128758]
 [ 4.1558664 51.9139439]
 [ 4.1535816 51.9971598]
 [ 4.05537   51.9960892]
 [ 4.0578366 51.9128758]]","[[[ 518. 6763.]]

 [[5136. 6789.]]

 [[5173.  280.]]

 [[ 554.  254.]]]",5304,7136
00 Lengteprofil en bladverdeling van de herziene kaart van de rivieren IJssel en Zwarte Water 1909,a0c8013c-4415-4754-a780-28a90fa8d748,"('EERSTE HERZIENING', '3')","[[ 5.9012998 52.573196 ]
 [ 6.0346176 52.5725438]
 [ 6.0354213 52.6271745]
 [ 5.9019381 52.6278277]
 [ 5.9012998 52.573196 ]]","[[[ 166. 4890.]]

 [[7029. 4970.]]

 [[7085.  211.]]

 [[ 222.  130.]]]",7232,5100
01 Westervoort 1877,778b6113-6963-46c9-857a-bc89b1a8369e,"('EERSTE HERZIENING', '3')","[[ 5.9157482 51.9343077]
 [ 6.0116659 51.9338371]
 [ 6.0122945 51.9789878]
 [ 5.9162803 51.979459 ]
 [ 5.9157482 51.9343077]]","[[[ 563. 4732.]]

 [[7064. 4754.]]

 [[7079.  562.]]

 [[ 577.  540.]]]",7624,5292
02 Rheden 1888,a6099d29-80a0-4cf1-bc03-7a156d68e8bd,"('EERSTE HERZIENING', '3')","[[ 5.9750305 51.978755 ]
 [ 6.0925454 51.9781089]
 [ 6.0932682 52.0240171]
 [ 5.975633  52.0246641]
 [ 5.9750305 51.978755 ]]","[[[ 556. 4992.]]

 [[7239. 5022.]]

 [[7258.  552.]]

 [[ 576.  522.]]]",7624,5364
02a Genne 1906,db794792-9ae4-4743-8307-07fd0047d8e2,"('EERSTE HERZIENING', '3')","[[ 6.0483563 52.5360976]
 [ 6.1638835 52.5353975]
 [ 6.164682  52.5806986]
 [ 6.049036  52.5813996]
 [ 6.0483563 52.5360976]]","[[[ 606. 4827.]]

 [[7094. 4837.]]

 [[7101.  572.]]

 [[ 613.  561.]]]",7680,5340
03 Doesburg 1888,c0959a65-caa7-4475-b00c-1b47628750bd,"('EERSTE HERZIENING', '3')","[[ 6.0919843 51.9857686]
 [ 6.179341  51.9852127]
 [ 6.1804889 52.0500792]
 [ 6.0930056 52.0506361]
 [ 6.0919843 51.9857686]]","[[[ 241. 7127.]]

 [[5208. 7154.]]

 [[5244.  568.]]

 [[ 277.  541.]]]",5520,7712
03a Zwartsluis 1908,b9c4191e-2683-4c01-8751-3fbe95b1b04b,"('EERSTE HERZIENING', '3')","[[ 6.0350451 52.5812191]
 [ 6.1223069 52.5807109]
 [ 6.1235098 52.6526711]
 [ 6.0361053 52.6531803]
 [ 6.0350451 52.5812191]]","[[[  82. 7041.]]

 [[5008. 7101.]]

 [[5087.  601.]]

 [[ 162.  541.]]]",5256,7664
04 Brummen 1888,607fc31d-30be-4e9d-a91a-1bc989dd1095,"('EERSTE HERZIENING', '3')","[[ 6.1079745 52.0499695]
 [ 6.2252465 52.0491932]
 [ 6.2261839 52.0991894]
 [ 6.1087808 52.0999668]
 [ 6.1079745 52.0499695]]","[[[ 558. 4982.]]

 [[7058. 5010.]]

 [[7078.  437.]]

 [[ 579.  408.]]]",7608,5436
04a Kraggenburg 1906,91d35bd3-8961-4806-b0cc-4ab2024efb4d,"('EERSTE HERZIENING', '3')","[[ 5.9176973 52.6268507]
 [ 6.0374219 52.6262558]
 [ 6.0380971 52.6718897]
 [ 5.9182482 52.6724853]
 [ 5.9176973 52.6268507]]","[[[ 381. 4595.]]

 [[6887. 4615.]]

 [[6900.  406.]]

 [[ 395.  386.]]]",7272,4968
05 Zutphen 1889,52495d0d-6d32-4aa3-983d-8bbe587bb20e,"('EERSTE HERZIENING', '3')","[[ 6.1629943 52.099002 ]
 [ 6.2269201 52.0985637]
 [ 6.2281982 52.1664651]
 [ 6.1641751 52.1669042]
 [ 6.1629943 52.099002 ]]","[[[ 413. 6637.]]

 [[4997. 6660.]]

 [[5027.  540.]]

 [[ 443.  517.]]]",5460,7216
06 Gorssel 1889,704f4067-b3cc-4dac-9266-3319f4a18d64,"('EERSTE HERZIENING', '3')","[[ 6.1283995 52.1667753]
 [ 6.2292224 52.1660987]
 [ 6.2301659 52.2160108]
 [ 6.1292301 52.2166885]
 [ 6.1283995 52.1667753]]","[[[ 551. 4971.]]

 [[7067. 5015.]]

 [[7098.  447.]]

 [[ 582.  403.]]]",7616,5448
07 Deventer 1890,66bd5d7b-54ac-4ddb-8b6a-7fa7853087b9,"('EERSTE HERZIENING', '3')","[[ 6.1051597 52.2165616]
 [ 6.2165658 52.2158315]
 [ 6.217491  52.265449 ]
 [ 6.1059606 52.2661802]
 [ 6.1051597 52.2165616]]","[[[ 557. 4970.]]

 [[7055. 5003.]]

 [[7078.  436.]]

 [[ 581.  403.]]]",7624,5448
08 Olst 1889,eb9ffdfe-08c5-4724-b9d9-25b55400bc10,"('EERSTE HERZIENING', '3')","[[ 6.0732137 52.2662294]
 [ 6.1578206 52.2657078]
 [ 6.1590755 52.3379905]
 [ 6.0743309 52.3385132]
 [ 6.0732137 52.2662294]]","[[[ 268. 7043.]]

 [[5193. 7069.]]

 [[5227.  579.]]

 [[ 301.  553.]]]",5520,7632
09 Wijhe 1890,62f42f14-65a6-4ddf-8352-93a78228bd1e,"('EERSTE HERZIENING', '3')","[[ 6.059977  52.3382755]
 [ 6.1503699 52.3377268]
 [ 6.1513055 52.3920527]
 [ 6.0608018 52.3926023]
 [ 6.059977  52.3382755]]","[[[ 690. 5306.]]

 [[7209. 5275.]]

 [[7185.  323.]]

 [[ 666.  354.]]]",7864,5544
10 Windesheim 1890,8f7de6f3-e538-44cc-b9b9-20a803a01ae7,"('EERSTE HERZIENING', '3')","[[ 6.0609895 52.3921133]
 [ 6.1473609 52.3915901]
 [ 6.1486052 52.46398  ]
 [ 6.0620925 52.4645042]
 [ 6.0609895 52.3921133]]","[[[ 269. 7001.]]

 [[5196. 7037.]]

 [[5242.  554.]]

 [[ 316.  518.]]]",5556,7560
11 Zwolle 1892,4ad36fe7-27a6-42e8-b637-aac0d4b8f405,"('EERSTE HERZIENING', '3')","[[ 6.0319033 52.4644622]
 [ 6.1199769 52.4639503]
 [ 6.1211726 52.5359544]
 [ 6.0329553 52.5364673]
 [ 6.0319033 52.4644622]]","[[[ 132. 6967.]]

 [[5094. 6981.]]

 [[5104. 3742.]]

 [[ 141. 3728.]]]",5340,7472
12 Zalk 1892,a8eb8e9d-313b-498f-9878-3a2540630699,"('EERSTE HERZIENING', '3')","[[ 5.9439762 52.4964085]
 [ 6.0325057 52.4959597]
 [ 6.0332644 52.547817 ]
 [ 5.9446308 52.5482664]
 [ 5.9439762 52.4964085]]","[[[ 170. 6992.]]

 [[5151. 7015.]]

 [[5181.  503.]]

 [[ 200.  480.]]]",5340,7256
13 Kampen 1893,710b0251-d40a-46a9-b482-b52d5e2b15e2,"('EERSTE HERZIENING', '3')","[[ 5.8704005 52.5197698]
 [ 5.9454379 52.5194404]
 [ 5.9461252 52.573707 ]
 [ 5.8709955 52.5740369]
 [ 5.8704005 52.5197698]]","[[[ 321. 5200.]]

 [[6844. 5242.]]

 [[6875.  267.]]

 [[ 353.  226.]]]",7192,5436
14 Keteldiep 1894,ea754f0b-8767-41c5-83e8-2db1242e6009,"('EERSTE HERZIENING', '3')","[[ 5.7685603 52.5743098]
 [ 5.902248  52.5738051]
 [ 5.9027796 52.6192297]
 [ 5.768954  52.6197351]
 [ 5.7685603 52.5743098]]","[[[ 151. 4363.]]

 [[7430. 4431.]]

 [[7469.  246.]]

 [[ 190.  178.]]]",7592,4668
00 Lengteprofil en bladverdeling van de herziene kaart van de rivier de Maas,670fcd1a-1554-4081-8c84-d551710a29b1,"('EERSTE HERZIENING', '4 EN 5')","[[ 5.9798326 51.5703775]
 [ 6.0953151 51.5697347]
 [ 6.0960244 51.6151418]
 [ 5.9804263 51.6157854]
 [ 5.9798326 51.5703775]]","[[[ 201. 4847.]]

 [[7285. 4886.]]

 [[7311.  187.]]

 [[ 227.  148.]]]",7497,5144
01 Lanaye 1893,80bf5fa6-3d41-41c1-b406-98a5fb915878,"('EERSTE HERZIENING', '4 EN 5')","[[ 5.6493438 50.7372242]
 [ 5.7194637 50.7370436]
 [ 5.719915  50.8000503]
 [ 5.6496998 50.8002312]
 [ 5.6493438 50.7372242]]","[[[ 161. 5941.]]

 [[4298. 5975.]]

 [[4344.  265.]]

 [[ 207.  231.]]]",4536,6400
03 Itteren 1894,f6609c29-d853-420a-b47e-052bdb32b3ef,"('EERSTE HERZIENING', '4 EN 5')","[[ 5.6650327 50.8718279]
 [ 5.7789476 50.8714981]
 [ 5.7793311 50.9167647]
 [ 5.6653047 50.917095 ]
 [ 5.6650327 50.8718279]]","[[[ 526. 4381.]]

 [[7017. 4443.]]

 [[7057.  306.]]

 [[ 566.  243.]]]",7552,4728
04 Stein 1895,a742a434-c348-4708-9d8a-88133771a33f,"('EERSTE HERZIENING', '4 EN 5')","[[ 5.6948212 50.9167381]
 [ 5.7724735 50.9165056]
 [ 5.7730753 50.9886033]
 [ 5.6953019 50.9888363]
 [ 5.6948212 50.9167381]]","[[[ 297. 6710.]]

 [[4812. 6701.]]

 [[4800.  222.]]

 [[ 285.  231.]]]",4944,6984
05 Berg 1896,0a5e5537-a44e-43d6-99ec-c69ea98b2d29,"('EERSTE HERZIENING', '4 EN 5')","[[ 5.7247389 50.9884464]
 [ 5.8100902 50.9881662]
 [ 5.8107928 51.0646724]
 [ 5.7252997 51.0649532]
 [ 5.7247389 50.9884464]]","[[[ 297. 6710.]]

 [[4812. 6701.]]

 [[4800.  222.]]

 [[ 285.  231.]]]",5112,7392
09 Horn 1903,72f7568b-d5fa-4007-9ace-40eeefeacb7f,"('EERSTE HERZIENING', '4 EN 5')","[[ 5.9280486 51.2002035]
 [ 6.0429224 51.199612 ]
 [ 6.0435793 51.2455057]
 [ 5.9285904 51.2460979]
 [ 5.9280486 51.2002035]]","[[[  20. 4322.]]

 [[6524. 4340.]]

 [[6536.   59.]]

 [[  32.   41.]]]",6568,4368
11 Kessel 1903,e5bacd88-2158-4191-9424-3ab4f42f1807,"('EERSTE HERZIENING', '4 EN 5')","[[ 6.030423  51.2896023]
 [ 6.1457432 51.2889077]
 [ 6.1465203 51.3357268]
 [ 6.031082  51.3364223]
 [ 6.030423  51.2896023]]","[[[ 283. 4501.]]

 [[6766. 4560.]]

 [[6805.  234.]]

 [[ 322.  176.]]]",7080,4980
17 Sambeek 1900,be25acb0-d69f-45da-a394-87dece147554,"('EERSTE HERZIENING', '4 EN 5')","[[ 5.9373325 51.6155925]
 [ 6.0533015 51.6149895]
 [ 6.053973  51.6606292]
 [ 5.9378871 51.6612331]
 [ 5.9373325 51.6155925]]","[[[ 200. 4349.]]

 [[6679. 4371.]]

 [[6693.  221.]]

 [[ 214.  200.]]]",6880,4452
20 Linden 1898,c564eb8f-4c4c-4144-9a48-53afa5aa9a05,"('EERSTE HERZIENING', '4 EN 5')","[[ 5.7729923 51.6990065]
 [ 5.8462935 51.698742 ]
 [ 5.8470122 51.7693898]
 [ 5.7735963 51.7696549]
 [ 5.7729923 51.6990065]]","[[[ 572. 6784.]]

 [[4749. 6806.]]

 [[4781.  566.]]

 [[ 605.  544.]]]",5376,7376
21 Grave 1898,bd6bb50b-9c1b-4639-bd63-59735184234b,"('EERSTE HERZIENING', '4 EN 5')","[[ 5.6505917 51.7347557]
 [ 5.7746104 51.7344112]
 [ 5.7750382 51.7842123]
 [ 5.6508826 51.7845574]
 [ 5.6505917 51.7347557]]","[[[ 445. 4948.]]

 [[7350. 5010.]]

 [[7391.  447.]]

 [[ 486.  386.]]]",7736,5400
22 Ravenstein 1897,338ac118-9d33-454d-90a5-9974dab6bee4,"('EERSTE HERZIENING', '4 EN 5')","[[ 5.5865349 51.7844701]
 [ 5.7103476 51.7841941]
 [ 5.7107387 51.8386887]
 [ 5.5867762 51.8389651]
 [ 5.5865349 51.7844701]]","[[[ 248. 5109.]]

 [[7168. 5147.]]

 [[7196.  175.]]

 [[ 276.  137.]]]",7296,5304
23 Megen 1898,f2d674c4-a924-4646-a632-c384b2b2fe98,"('EERSTE HERZIENING', '4 EN 5')","[[ 5.4631511 51.7917668]
 [ 5.5872682 51.7916206]
 [ 5.5875086 51.8456966]
 [ 5.4632425 51.845843 ]
 [ 5.4631511 51.7917668]]","[[[ 452. 4947.]]

 [[4721. 4947.]]

 [[4721.  132.]]

 [[ 452.  132.]]]",7400,5208
30 Zaltbommel 1875,925bd723-b5f4-4d1a-8145-c791dc872c30,"('EERSTE HERZIENING', '4 EN 5')","[[ 5.2314827 51.7861562]
 [ 5.3478018 51.7862528]
 [ 5.3477543 51.840771 ]
 [ 5.2312944 51.8406742]
 [ 5.2314827 51.7861562]]","[[[ 272. 5154.]]

 [[6761. 5207.]]

 [[6801.  224.]]

 [[ 312.  170.]]]",7064,5388
31 Driel 1883,d429418f-6695-4599-9a97-13f6bfe37a4a,"('EERSTE HERZIENING', '4 EN 5')","[[ 5.3030469 51.7139904]
 [ 5.3759021 51.71402  ]
 [ 5.3758842 51.7865926]
 [ 5.3029118 51.786563 ]
 [ 5.3030469 51.7139904]]","[[[ 435. 6837.]]

 [[4628. 6850.]]

 [[4649.  364.]]

 [[ 455.  350.]]]",4848,7064
32 Hedel 1883,9af33d24-1d69-45f3-b455-18c388b8cba6,"('EERSTE HERZIENING', '4 EN 5')","[[ 5.2308567 51.7143498]
 [ 5.3040483 51.7144245]
 [ 5.3039151 51.7868285]
 [ 5.230606  51.7867536]
 [ 5.2308567 51.7143498]]","[[[ 196. 6701.]]

 [[4352. 6726.]]

 [[4391.  227.]]

 [[ 236.  202.]]]",4824,7168
33 Heusden 1885,28217749-a114-41db-966b-e2689e44df26,"('EERSTE HERZIENING', '4 EN 5')","[[ 5.1147173 51.7056252]
 [ 5.2314952 51.7058384]
 [ 5.2313391 51.7511581]
 [ 5.1144441 51.7509445]
 [ 5.1147173 51.7056252]]","[[[ 283. 4321.]]

 [[6792. 4367.]]

 [[6822.  222.]]

 [[ 312.  176.]]]",7160,4668
34 Wijk 1884,5bc20042-0ac5-40ac-9580-2ffa442a7352,"('EERSTE HERZIENING', '4 EN 5')","[[ 5.1150196 51.7505131]
 [ 5.2315408 51.7507256]
 [ 5.2313844 51.7960745]
 [ 5.1147461 51.7958617]
 [ 5.1150196 51.7505131]]","[[[ 435. 4336.]]

 [[6937. 4381.]]

 [[6966.  223.]]

 [[ 464.  178.]]]",7240,4884
35 Brakel 1873,ab2c0af2-b722-4bd2-b316-7ce2d42ee001,"('EERSTE HERZIENING', '4 EN 5')","[[ 5.0430486 51.7687281]
 [ 5.116035  51.7689195]
 [ 5.1156    51.8412214]
 [ 5.0424966 51.8410296]
 [ 5.0430486 51.7687281]]","[[[ 408. 6914.]]

 [[4599. 6956.]]

 [[4664.  438.]]

 [[ 473.  396.]]]",5124,7384
36 Gorinchem 1884,6e58b683-9389-45c2-97a0-3f647c9151a4,"('EERSTE HERZIENING', '4 EN 5')","[[ 4.9272652 51.7866232]
 [ 5.0434999 51.7870212]
 [ 5.0430852 51.841394 ]
 [ 4.9267103 51.8409953]
 [ 4.9272652 51.7866232]]","[[[ 672. 5208.]]

 [[7237. 5248.]]

 [[7267.  270.]]

 [[ 702.  231.]]]",7696,5484
01 Waalwijk 1882,9519d7a0-53fe-436c-9432-3f5a2d8f6230,"('EERSTE HERZIENING', '6')","[[ 5.0426279 51.6787547]
 [ 5.1157689 51.678947 ]
 [ 5.1153339 51.7513776]
 [ 5.0420756 51.7511849]
 [ 5.0426279 51.6787547]]","[[[ 642. 7122.]]

 [[4829. 7124.]]

 [[4831.  620.]]

 [[ 644.  618.]]]",5460,7736
03 Geertruidenberg 1885,cc6a3235-c33d-4631-acb5-8d026df072af,"('EERSTE HERZIENING', '6')","[[ 4.8546395 51.6881444]
 [ 4.9277436 51.688454 ]
 [ 4.9269181 51.7695948]
 [ 4.8536827 51.7692845]
 [ 4.8546395 51.6881444]]","[[[ 594. 7431.]]

 [[4771. 7442.]]

 [[4790.  168.]]

 [[ 613.  157.]]]",5316,7520
04 Drimmelen 1886,c5ba6a78-ffb9-45e3-8dd0-d4b945bdca05,"('EERSTE HERZIENING', '6')","[[ 4.78241   51.6882899]
 [ 4.8554136 51.6886441]
 [ 4.8545678 51.7604828]
 [ 4.7814481 51.7601278]
 [ 4.78241   51.6882899]]","[[[ 190. 6674.]]

 [[4572. 6704.]]

 [[4617.  228.]]

 [[ 234.  197.]]]",5088,6864
05 Zwaluwe 1885,64760f8a-1f88-407e-aa7e-16b94f8096eb,"('EERSTE HERZIENING', '6')","[[ 4.7099984 51.6872327]
 [ 4.7831871 51.687633 ]
 [ 4.782214  51.7604002]
 [ 4.7089074 51.759999 ]
 [ 4.7099984 51.6872327]]","[[[ 628. 7104.]]

 [[4796. 7125.]]

 [[4827.  627.]]

 [[ 660.  606.]]]",5256,7744
06 Moerdijk 1885,fce22dd8-0b68-4496-bd9a-470048661025,"('EERSTE HERZIENING', '6')","[[ 4.5939317 51.6785031]
 [ 4.7107554 51.6792362]
 [ 4.7099403 51.7336976]
 [ 4.5929758 51.7329634]
 [ 4.5939317 51.6785031]]","[[[ 377. 5168.]]

 [[6891. 5184.]]

 [[6904.  225.]]

 [[ 390.  208.]]]",7272,5352
19 Klundert 1886,ac6636bd-4895-4934-8a51-a18f0d8fee6d,"('EERSTE HERZIENING', '6')","[[ 4.5221685 51.6602714]
 [ 4.5952386 51.6607885]
 [ 4.5939665 51.7333901]
 [ 4.5207791 51.7328719]
 [ 4.5221685 51.6602714]]","[[[ 571. 7165.]]

 [[4785. 7207.]]

 [[4848.  724.]]

 [[ 635.  682.]]]",5544,7904
20 Willemstad 1886,57f1ae40-1be9-4cdc-8b81-f43a6c5d342d,"('EERSTE HERZIENING', '6')","[[ 4.4207406 51.6735738]
 [ 4.5229841 51.6743731]
 [ 4.5219011 51.7310132]
 [ 4.4195295 51.7302127]
 [ 4.4207406 51.6735738]]","[[[ 903. 5146.]]

 [[6630. 5202.]]

 [[6679.  229.]]

 [[ 952.  173.]]]",7432,5436
