File,uuid,serie,Geo Coordinate,Image Coordinate,width,height
07 Rhenen 1918,0c0e928a-3793-47be-8e0d-b7b0da689211,"('TWEEDE HERZIENING', '2')","[[ 5.503091  51.9222924]
 [ 5.5837218 51.9221851]
 [ 5.5840367 51.9939751]
 [ 5.5032768 51.9940826]
 [ 5.503091  51.9222924]]","[[[ 206. 6883.]]

 [[4736. 6903.]]

 [[4765.  434.]]

 [[ 235.  414.]]]",5076,7320
08 Amerongen 1920,b95f1b8c-3f4a-4109-b8cc-a60ab64b8a78,"('TWEEDE HERZIENING', '2')","[[ 5.3870716 51.9584849]
 [ 5.503919  51.9584268]
 [ 5.5040354 52.0030827]
 [ 5.3870716 52.0031409]
 [ 5.3870716 51.9584849]]","[[[  93. 4670.]]

 [[7014. 4732.]]

 [[7051.  536.]]

 [[ 130.  475.]]]",7544,5256
09 Wijk bij Duurstede 1919,4bd450ef-e5aa-4652-a890-1c193f21194a,"('TWEEDE HERZIENING', '2')","[[ 5.2707569 51.9429154]
 [ 5.387444  51.9429729]
 [ 5.3874444 51.987934 ]
 [ 5.2706403 51.9878764]
 [ 5.2707569 51.9429154]]","[[[ 248. 4446.]]

 [[7031. 4494.]]

 [[7060.  381.]]

 [[ 277.  333.]]]",7160,4860
10 Culenborg 1924,e3e449cc-d53e-41e6-bbe7-cf3349a9ce07,"('TWEEDE HERZIENING', '2')","[[ 5.1570887 51.9446506]
 [ 5.2712811 51.9448185]
 [ 5.2711655 51.9896233]
 [ 5.156859  51.9894552]
 [ 5.1570887 51.9446506]]","[[[ 376. 4702.]]

 [[7280. 4748.]]

 [[7308.  563.]]

 [[ 403.  518.]]]",7440,5292
11 Vianen vierde uitgave 1961,8f9f9891-a813-4950-8047-f78797d375a7,"('TWEEDE HERZIENING', '2')","[[ 5.0028317 51.9622321]
 [ 5.1341985 51.962588 ]
 [ 5.1338951 52.01636  ]
 [ 5.0023707 52.0160036]
 [ 5.0028317 51.9622321]]","[[[ 310. 5210.]]

 [[7544. 5271.]]

 [[7586.  358.]]

 [[ 352.  296.]]]",7904,5580
12 Ameide vierde uitgave 1959,4426fde5-78ac-4049-92e8-b5c703c7d987,"('TWEEDE HERZIENING', '2')","[[ 4.8869532 51.932227 ]
 [ 5.0033799 51.9326646]
 [ 5.0029213 51.9862925]
 [ 4.8863553 51.9858542]
 [ 4.8869532 51.932227 ]]","[[[ 580. 5117.]]

 [[7038. 5162.]]

 [[7073.  239.]]

 [[ 614.  194.]]]",7720,5412
13 Schoonhoven vierde uitgave 1960,53b6c1c3-36d6-42d4-b6d6-af5bfbde4a9f,"('TWEEDE HERZIENING', '2')","[[ 4.7708992 51.9073995]
 [ 4.8874721 51.907953 ]
 [ 4.886975  51.9526321]
 [ 4.7702861 51.9520779]
 [ 4.7708992 51.9073995]]","[[[ 577. 4675.]]

 [[7028. 4738.]]

 [[7068.  602.]]

 [[ 617.  539.]]]",7784,5328
14 Lekkerkerk vierde uitgave 1961,cac28832-8993-4867-801b-0875e3c7aa6e,"('TWEEDE HERZIENING', '2')","[[ 4.6550536 51.8811728]
 [ 4.7716979 51.8818418]
 [ 4.7710859 51.926527 ]
 [ 4.6543256 51.9258571]
 [ 4.6550536 51.8811728]]","[[[ 215. 4316.]]

 [[6673. 4362.]]

 [[6703.  184.]]

 [[ 245.  138.]]]",7296,4860
15 Krimpen aan de Lek vierde uitgave 1935,e14a2903-34e5-49cf-9732-6d16b82d1bee,"('TWEEDE HERZIENING', '2')","[[ 4.6032605 51.8767662]
 [ 4.6552499 51.8771017]
 [ 4.6548234 51.9033062]
 [ 4.6028037 51.9029705]
 [ 4.6032605 51.8767662]]","[[[1181. 4939.]]

 [[6974. 4965.]]

 [[6995.  195.]]

 [[1202.  169.]]]",7424,5460
16 Stormpolder vierde uitgave 1936,ae1c80e0-f9a4-4499-aec2-10c799072bc8,"('TWEEDE HERZIENING', '2')","[[ 4.5509405 51.8884001]
 [ 4.6033084 51.8887612]
 [ 4.6028537 51.914834 ]
 [ 4.5504555 51.9144727]
 [ 4.5509405 51.8884001]]","[[[1172. 4938.]]

 [[6981. 4978.]]

 [[7014.  209.]]

 [[1205.  169.]]]",7488,5508
16 Stormpolder vijfde uitgave 1954,19c83e93-6d15-4d2b-9e43-34b0a0f7bb49,"('TWEEDE HERZIENING', '2')","[[ 4.5509883 51.8883428]
 [ 4.6031007 51.8887021]
 [ 4.6026458 51.9147836]
 [ 4.5505031 51.914424 ]
 [ 4.5509883 51.8883428]]","[[[ 986. 4987.]]

 [[6779. 5024.]]

 [[6810.  269.]]

 [[1016.  232.]]]",7104,5556
17 Kralingsche Veer vierde uitgave 1936,cbd11a7b-7478-46ad-9a86-91ecc72657e0,"('TWEEDE HERZIENING', '2')","[[ 4.5103141 51.8907367]
 [ 4.5509893 51.8910333]
 [ 4.5504173 51.9217751]
 [ 4.5097143 51.9214783]
 [ 4.5103141 51.8907367]]","[[[ 388. 5905.]]

 [[4997. 5954.]]

 [[5055.  431.]]

 [[ 446.  382.]]]",5484,7664
18 Rotterdam vierde uitgave eerste versie 1936,c9f579e0-0f6e-4b6c-b89c-af2612e693a2,"('TWEEDE HERZIENING', '2')","[[ 4.4620415 51.8884362]
 [ 4.5105267 51.888808 ]
 [ 4.5098249 51.9247875]
 [ 4.4613008 51.9244153]
 [ 4.4620415 51.8884362]]","[[[  63. 6661.]]

 [[5505. 6681.]]

 [[5528.  225.]]

 [[  86.  205.]]]",5580,7856
18 Rotterdam vierde uitgave tweede versie 1936,15894995-47fc-4f66-a05c-237681655162,"('TWEEDE HERZIENING', '2')","[[ 4.4620415 51.8884362]
 [ 4.5105267 51.888808 ]
 [ 4.5098249 51.9247875]
 [ 4.4613008 51.9244153]
 [ 4.4620415 51.8884362]]","[[[  58. 6667.]]

 [[5485. 6697.]]

 [[5521.  229.]]

 [[  94.  199.]]]",5580,7888
19 Delfshaven vierde uitgave 1936,053a9709-2222-41c7-bcdf-f44a7d8453a6,"('TWEEDE HERZIENING', '2')","[[ 4.4134766 51.8772176]
 [ 4.4625204 51.8776139]
 [ 4.4617083 51.9170905]
 [ 4.4126214 51.9166937]
 [ 4.4134766 51.8772176]]","[[[  40. 7272.]]

 [[5497. 7300.]]

 [[5534.  223.]]

 [[  77.  194.]]]",5592,7864
20 Schiedam vierde uitgave 1937,ea7aa0a8-30e8-4e79-ab0f-06c019decc7b,"('TWEEDE HERZIENING', '2')","[[ 4.3651989 51.8828266]
 [ 4.4137653 51.8832391]
 [ 4.4129864 51.9192039]
 [ 4.3643812 51.918791 ]
 [ 4.3651989 51.8828266]]","[[[  57. 6651.]]

 [[5504. 6662.]]

 [[5516.  209.]]

 [[  69.  198.]]]",5580,7864
21 Vlaardingen 1933,788fcbba-9569-4efb-a7e1-40265dc5895f,"('TWEEDE HERZIENING', '2')","[[ 4.3231172 51.8855899]
 [ 4.3652507 51.885964 ]
 [ 4.3647038 51.9100216]
 [ 4.3225478 51.9096473]
 [ 4.3231172 51.8855899]]","[[[ 265. 4781.]]

 [[5000. 4815.]]

 [[5033.  363.]]

 [[ 298.  328.]]]",5864,5424
22 Vergulde Hand 1933,178a68a4-05f3-4b29-bd24-c7a34e672179,"('TWEEDE HERZIENING', '2')","[[ 4.2838618 51.8841597]
 [ 4.3232748 51.8845233]
 [ 4.3226542 51.9107485]
 [ 4.2832181 51.9103847]
 [ 4.2838618 51.8841597]]","[[[ 435. 5001.]]

 [[4846. 5031.]]

 [[4879.  256.]]

 [[ 468.  226.]]]",5272,6240
23 Spuipolder 1933,17990fd0-8462-48bb-b8f3-8d7592f6a4d4,"('TWEEDE HERZIENING', '2')","[[ 4.243571  51.8860503]
 [ 4.2989521 51.8865764]
 [ 4.298111  51.9213104]
 [ 4.2426871 51.9207838]
 [ 4.243571  51.8860503]]","[[[ 497. 5247.]]

 [[4915. 5253.]]

 [[4922.  470.]]

 [[ 504.  464.]]]",5360,6156
24 Maassluis 1933,3d192756-9063-4b77-b69a-e5bca2a68215,"('TWEEDE HERZIENING', '2')","[[ 4.2136421 51.8987733]
 [ 4.2707759 51.89933  ]
 [ 4.2698951 51.9347738]
 [ 4.2127162 51.9342165]
 [ 4.2136421 51.8987733]]","[[[ 440. 5094.]]

 [[4850. 5101.]]

 [[4858.  317.]]

 [[ 447.  310.]]]",5200,6228
25A Poortershaven vierde uitgave 1936,ed53c138-ace1-45bd-972f-e62feb26e6ba,"('TWEEDE HERZIENING', '2')","[[ 4.1821181 51.9140287]
 [ 4.2407307 51.9146151]
 [ 4.2397976 51.95116  ]
 [ 4.1811374 51.950573 ]
 [ 4.1821181 51.9140287]]","[[[ 440. 5094.]]

 [[4850. 5101.]]

 [[4858.  317.]]

 [[ 447.  310.]]]",4752,5088
25B Poortershaven vierde uitgave 1936,064bcd6d-6417-4588-9707-6d7fe037ba02,"('TWEEDE HERZIENING', '2')","[[ 4.1821181 51.9140287]
 [ 4.2407307 51.9146151]
 [ 4.2397976 51.95116  ]
 [ 4.1811374 51.950573 ]
 [ 4.1821181 51.9140287]]","[[[ 459. 5352.]]

 [[5106. 5358.]]

 [[5113.  625.]]

 [[ 466.  619.]]]",5580,7520
26 Krabbepolder derde uitgave 1936,43842f7b-c796-4257-9572-f340d7de1a86,"('TWEEDE HERZIENING', '2')","[[ 4.1522276 51.9295842]
 [ 4.2091347 51.9301683]
 [ 4.2082029 51.965671 ]
 [ 4.1512507 51.9650863]
 [ 4.1522276 51.9295842]]","[[[ 834. 5561.]]

 [[5283. 5587.]]

 [[5310.  867.]]

 [[ 862.  841.]]]",5580,6688
27 Scheurpolder derde uitgave 1935,e11e3072-1f76-48b8-a1a5-0a7c61e7f2e0,"('TWEEDE HERZIENING', '2')","[[ 4.1211226 51.9444504]
 [ 4.1778158 51.9450472]
 [ 4.1768664 51.9802657]
 [ 4.1201287 51.9796682]
 [ 4.1211226 51.9444504]]","[[[ 501. 5662.]]

 [[4963. 5669.]]

 [[4970.  950.]]

 [[ 508.  943.]]]",5484,7112
28B Hoek van Holland derde uitgave 1935,6b23b3d3-0235-49e0-b5fa-6be3fd11991c,"('TWEEDE HERZIENING', '2')","[[ 4.0942892 51.9572179]
 [ 4.146586  51.9577813]
 [ 4.1456603 51.9912443]
 [ 4.0933245 51.9906804]
 [ 4.0942892 51.9572179]]","[[[ 792. 5491.]]

 [[5243. 5454.]]

 [[5203.  726.]]

 [[ 752.  764.]]]",5568,6544
29 Mond van den Waterweg derde uitgave 1935,1a351574-a2ef-4d04-a08d-cf5bfae75538,"('TWEEDE HERZIENING', '2')","[[ 4.0602332 51.9656862]
 [ 4.1114853 51.9662533]
 [ 4.1105575 51.9988638]
 [ 4.0592681 51.9982961]
 [ 4.0602332 51.9656862]]","[[[ 510. 5662.]]

 [[4951. 5706.]]

 [[4997.  984.]]

 [[ 556.  941.]]]",5556,7128
01 Gouda derde uitgave 1936,1a3320d8-038a-45e3-8b02-8a311994d0ca,"('TWEEDE HERZIENING', '2A')","[[ 4.6917255 52.0131628]
 [ 4.6918619 51.9992292]
 [ 4.7334589 51.9994676]
 [ 4.7332154 52.0134252]
 [ 4.6917255 52.0131628]]","[[[1144. 4813.]]

 [[5873. 4869.]]

 [[5927.  416.]]

 [[1197.  360.]]]",7056,5580
02 Moordrecht vierde uitgave 1952,12cc4cf3-438a-47fa-90dd-b335a392a41c,"('TWEEDE HERZIENING', '2A')","[[ 4.6635783 51.9748296]
 [ 4.706577  51.9750862]
 [ 4.7062079 51.9994014]
 [ 4.6631859 51.9991446]
 [ 4.6635783 51.9748296]]","[[[  75. 4827.]]

 [[2924. 4837.]]

 [[2940.   72.]]

 [[  92.   63.]]]",5888,4920
03 Kortenoord vierde uitgave 1952,94a5fa54-f339-4d6b-b7a5-cbf4b2391d6b,"('TWEEDE HERZIENING', '2A')","[[ 4.6216088 51.9608983]
 [ 4.664702  51.9611709]
 [ 4.6643009 51.9860734]
 [ 4.6211838 51.9858006]
 [ 4.6216088 51.9608983]]","[[[2926. 4872.]]

 [[5783. 4878.]]

 [[5792.   90.]]

 [[2936.   84.]]]",5848,4944
03 Kortenoord 1933,bcef6cce-d8dd-4bc3-bf0b-2ea1fc62cd74,"('TWEEDE HERZIENING', '2A')","[[ 4.6219584 51.9611231]
 [ 4.6642882 51.9613909]
 [ 4.6638908 51.9860479]
 [ 4.6215378 51.9857799]
 [ 4.6219584 51.9611231]]","[[[ 331. 4764.]]

 [[5077. 4822.]]

 [[5132.  359.]]

 [[ 386.  300.]]]",5456,5184
04 Hitland vierde uitgave 1952,870156c8-740b-449f-8318-b019f2f7a680,"('TWEEDE HERZIENING', '2A')","[[ 4.627418  51.941187 ]
 [ 4.6566071 51.941372 ]
 [ 4.656277  51.9616543]
 [ 4.6270747 51.9614692]
 [ 4.627418  51.941187 ]]","[[[ 939. 3896.]]

 [[4239. 3894.]]

 [[4237.  193.]]

 [[ 937.  195.]]]",5464,4008
04 Hitland 1933,7b093773-210a-4482-b017-803f3673dc6a,"('TWEEDE HERZIENING', '2A')","[[ 4.6274251 51.941177 ]
 [ 4.6565692 51.9413617]
 [ 4.6562385 51.9616821]
 [ 4.6270812 51.9614972]
 [ 4.6274251 51.941177 ]]","[[[ 679. 4067.]]

 [[4011. 4063.]]

 [[4007.  317.]]

 [[ 675.  321.]]]",5464,4308
05 Ouderkerk vierde uitgave 1952,c18b7c21-3efb-45b1-89c8-80266b65f92e,"('TWEEDE HERZIENING', '2A')","[[ 4.5977623 51.9168137]
 [ 4.6399951 51.9170897]
 [ 4.639593  51.9412624]
 [ 4.5973375 51.9409862]
 [ 4.5977623 51.9168137]]","[[[2958. 4862.]]

 [[5820. 4870.]]

 [[5832.  241.]]

 [[2970.  233.]]]",5896,4944
05 Ouderkerk 1933,1c8ba6ad-22b7-4032-b6f9-1b45881d837b,"('TWEEDE HERZIENING', '2A')","[[ 4.5977308 51.916745 ]
 [ 4.639913  51.9170208]
 [ 4.639509  51.9413053]
 [ 4.597304  51.9410294]
 [ 4.5977308 51.916745 ]]","[[[ 336. 4789.]]

 [[5073. 4804.]]

 [[5088.  338.]]

 [[ 350.  323.]]]",5432,5148
06 Krimpen vierde uitgave 1952,ffc0eb28-75b4-42e0-8407-432616c67874,"('TWEEDE HERZIENING', '2A')","[[ 4.564577  51.9144316]
 [ 4.5981096 51.9146615]
 [ 4.5977884 51.9329486]
 [ 4.5642422 51.9327185]
 [ 4.564577  51.9144316]]","[[[ 116. 3910.]]

 [[4777. 3908.]]

 [[4775.   97.]]

 [[ 114.   99.]]]",4856,3984
06 Krimpen 1933,44695618-bb03-49c7-afd1-e0bbeeaef9d7,"('TWEEDE HERZIENING', '2A')","[[ 4.5650814 51.9145602]
 [ 4.597755  51.9147842]
 [ 4.597439  51.9327681]
 [ 4.5647523 51.9325439]
 [ 4.5650814 51.9145602]]","[[[ 378. 3728.]]

 [[4100. 3751.]]

 [[4120.  400.]]

 [[ 398.  377.]]]",4464,4128
07 Stormpolder vierde uitgave 1933,e3ab0185-1950-4bb4-81d8-26b2ecbdbc81,"('TWEEDE HERZIENING', '2A')","[[ 4.5510307 51.8882544]
 [ 4.6032498 51.8886145]
 [ 4.6027921 51.9148628]
 [ 4.5505424 51.9145024]
 [ 4.5510307 51.8882544]]","[[[1498. 4997.]]

 [[7305. 4949.]]

 [[7265.  191.]]

 [[1458.  240.]]]",7904,5568
07 Stormpolder vijfde uitgave 1954,b23027d3-2076-453b-aad7-e8248b82ce79,"('TWEEDE HERZIENING', '2A')","[[ 4.5509563 51.8884219]
 [ 4.603225  51.8887824]
 [ 4.6027701 51.9148675]
 [ 4.550471  51.9145068]
 [ 4.5509563 51.8884219]]","[[[ 992. 5082.]]

 [[6779. 5026.]]

 [[6732.  267.]]

 [[ 946.  324.]]]",7464,5568
00 Bladverdeling der herziene rivierkaart van den Hollandschen Yssel A,5cf0e73e-619b-41a9-a13b-5e807f494c3c,"('TWEEDE HERZIENING', '3')","[[ 5.1953373 51.7081591]
 [ 5.3112942 51.7082915]
 [ 5.3112185 51.7534277]
 [ 5.1951457 51.7532952]
 [ 5.1953373 51.7081591]]","[[[  24. 2814.]]

 [[2868. 2828.]]

 [[2883.   82.]]

 [[  38.   67.]]]",2916,2848
00 Bladverdeling der herziene rivierkaart van den Hollandschen Yssel B,2c087a94-c944-49ef-b329-dafbe3d24e6f,"('TWEEDE HERZIENING', '3')","[[ 5.1953373 51.7081591]
 [ 5.3112942 51.7082915]
 [ 5.3112185 51.7534277]
 [ 5.1951457 51.7532952]
 [ 5.1953373 51.7081591]]","[[[ 263. 2559.]]

 [[1877. 2575.]]

 [[1901.  100.]]

 [[ 286.   85.]]]",3696,3008
01 Eijsden 1934,ce9bc76e-bac7-48a9-81dc-967be740812b,"('TWEEDE HERZIENING', '3')","[[ 5.6523403 50.7391079]
 [ 5.7237367 50.7389218]
 [ 5.7241484 50.7956865]
 [ 5.6526647 50.7958729]
 [ 5.6523403 50.7391079]]","[[[ 315. 5515.]]

 [[4416. 5525.]]

 [[4429.  300.]]

 [[ 327.  290.]]]",4760,5856
02 Maastricht derde uitgave 1933,b6499c5e-4728-4c60-8e2c-25471578423f,"('TWEEDE HERZIENING', '3')","[[ 5.6701082 50.7956194]
 [ 5.7409565 50.7954241]
 [ 5.7414733 50.8630847]
 [ 5.6705215 50.8632804]
 [ 5.6701082 50.7956194]]","[[[ 555. 6752.]]

 [[4681. 6776.]]

 [[4715.  723.]]

 [[ 589.  699.]]]",5304,7520
03 Itteren derde uitgave 1939,33fa29ac-9376-49df-b08d-656ab0de0c2c,"('TWEEDE HERZIENING', '3')","[[ 5.6724513 50.8631807]
 [ 5.7582222 50.8629372]
 [ 5.7588716 50.9438156]
 [ 5.6729506 50.9440597]
 [ 5.6724513 50.8631807]]","[[[ 284. 7345.]]

 [[5191. 7371.]]

 [[5229.  173.]]

 [[ 322.  147.]]]",5532,7672
04 Stein derde uitgave 1940,728a1e09-9456-4db5-a6f6-b5e236128481,"('TWEEDE HERZIENING', '3')","[[ 5.7039849 50.9439226]
 [ 5.7895919 50.9436566]
 [ 5.7902991 51.0246841]
 [ 5.7045417 51.0249506]
 [ 5.7039849 50.9439226]]","[[[ 289. 7443.]]

 [[5197. 7465.]]

 [[5228.  246.]]

 [[ 320.  225.]]]",5532,7784
05 Grevenbicht derde uitgave 1938,22a266a7-7a58-4891-bbbf-db7b63f76a88,"('TWEEDE HERZIENING', '3')","[[ 5.7229202 51.0247764]
 [ 5.8509487 51.0243347]
 [ 5.8514933 51.0783974]
 [ 5.7233145 51.0788397]
 [ 5.7229202 51.0247764]]","[[[ 285. 5117.]]

 [[7520. 5161.]]

 [[7550.  266.]]

 [[ 315.  222.]]]",7808,5472
06 Roosteren derde uitgave 1940,0bb5baf3-6dd2-4244-9656-436591139665,"('TWEEDE HERZIENING', '3')","[[ 5.7702798 51.0785691]
 [ 5.8843835 51.0781361]
 [ 5.8848711 51.1232205]
 [ 5.7706555 51.123654 ]
 [ 5.7702798 51.0785691]]","[[[ 594. 4497.]]

 [[7037. 4536.]]

 [[7062.  392.]]

 [[ 618.  353.]]]",7616,5304
07 Stevensweert derde uitgave 1951,8ee66c99-c7d2-4c0d-a3aa-24f702e0539c,"('TWEEDE HERZIENING', '3')","[[ 5.8156428 51.1232763]
 [ 5.888467  51.1229846]
 [ 5.8891565 51.1861119]
 [ 5.8162322 51.1864041]
 [ 5.8156428 51.1232763]]","[[[ 565. 6232.]]

 [[4770. 6249.]]

 [[4793.  584.]]

 [[ 589.  566.]]]",5388,6824
08 Linne derde uitgave 1951,9a3a89ef-5ac8-4c2f-b78a-3d08cb447a3e,"('TWEEDE HERZIENING', '3')","[[ 5.8886071 51.1486651]
 [ 5.9604033 51.1483329]
 [ 5.9613048 51.2204486]
 [ 5.8893958 51.2207815]
 [ 5.8886071 51.1486651]]","[[[ 247. 6842.]]

 [[4375. 6878.]]

 [[4430.  424.]]

 [[ 302.  389.]]]",5244,7848
09 Roermond derde uitgave 1956,4d035b53-a241-4224-b0fa-eb6980096811,"('TWEEDE HERZIENING', '3')","[[ 5.9604511 51.1721706]
 [ 6.032254  51.1717941]
 [ 6.0332675 51.243785 ]
 [ 5.9613518 51.2441624]
 [ 5.9604511 51.1721706]]","[[[ 762. 7022.]]

 [[4885. 7052.]]

 [[4931.  602.]]

 [[ 809.  572.]]]",5520,7840
10 Kessel derde uitgave 1956,b3f19fff-69a3-4989-ab87-49d3f64e99bb,"('TWEEDE HERZIENING', '3')","[[ 5.9882625 51.2439667]
 [ 6.0598828 51.2435744]
 [ 6.0609421 51.3155888]
 [ 5.9892091 51.3159819]
 [ 5.9882625 51.2439667]]","[[[ 638. 6995.]]

 [[4769. 7020.]]

 [[4808.  570.]]

 [[ 678.  544.]]]",5472,7672
11 Belfeld derde uitgave 1956,ca330ac2-1486-4cf3-a611-b6bd20404882,"('TWEEDE HERZIENING', '3')","[[ 6.0604024 51.2832595]
 [ 6.1321792 51.2828221]
 [ 6.1333584 51.3551225]
 [ 6.061468  51.3555608]
 [ 6.0604024 51.2832595]]","[[[ 643. 7050.]]

 [[4768. 7071.]]

 [[4800.  624.]]

 [[ 675.  603.]]]",5472,7736
12 Venlo derde uitgave 1957,c18b1156-6782-419a-a150-bf082296124a,"('TWEEDE HERZIENING', '3')","[[ 6.1176719 51.3428121]
 [ 6.1896054 51.3423387]
 [ 6.1908697 51.4141847]
 [ 6.1188229 51.4146591]
 [ 6.1176719 51.3428121]]","[[[ 636. 7037.]]

 [[4763. 7059.]]

 [[4798.  611.]]

 [[ 671.  588.]]]",5460,7720
13 Lottum derde uitgave 1955,c5714750-260d-47d7-aa6f-9bd4f1259dc9,"('TWEEDE HERZIENING', '3')","[[ 6.1311745 51.4145777]
 [ 6.203472  51.414094 ]
 [ 6.2047623 51.4860261]
 [ 6.1323506 51.4865109]
 [ 6.1311745 51.4145777]]","[[[ 573. 6996.]]

 [[4699. 7015.]]

 [[4728.  569.]]

 [[ 603.  551.]]]",5592,7848
14 Broekhuizenvorst derde uitgave 1954,c874bce9-8fd4-44db-94d7-3be8ad244318,"('TWEEDE HERZIENING', '3')","[[ 6.0682669 51.4868187]
 [ 6.186971  51.4860657]
 [ 6.1877961 51.5329435]
 [ 6.0689696 51.5336976]
 [ 6.0682669 51.4868187]]","[[[ 441. 4679.]]

 [[7044. 4726.]]

 [[7075.  420.]]

 [[ 472.  374.]]]",7472,5160
15 Geijsteren derde uitgave 1953,1cb101ba-a2bc-4678-87cf-6b8f87ec8c33,"('TWEEDE HERZIENING', '3')","[[ 6.0206666 51.5338746]
 [ 6.135945  51.5331924]
 [ 6.1367163 51.5799362]
 [ 6.0213192 51.5806193]
 [ 6.0206666 51.5338746]]","[[[ 587. 4673.]]

 [[7028. 4710.]]

 [[7053.  426.]]

 [[ 612.  388.]]]",7616,5436
16 Vierlingsbeek derde uitgave 1953,30124425-aff0-4d46-94b2-1af321c2a4e5,"('TWEEDE HERZIENING', '3')","[[ 5.962503  51.5808976]
 [ 6.0784463 51.5802694]
 [ 6.0791338 51.62534  ]
 [ 5.9630752 51.6259691]
 [ 5.962503  51.5808976]]","[[[ 733. 4728.]]

 [[7180. 4759.]]

 [[7201.  634.]]

 [[ 754.  602.]]]",7704,5580
17 Sambeek derde uitgave 1955,fdde492e-d46c-4311-8c00-e28f5ecfe7d0,"('TWEEDE HERZIENING', '3')","[[ 5.9306743 51.6259524]
 [ 6.0458272 51.6253606]
 [ 6.0464831 51.6704316]
 [ 5.9312155 51.6710242]
 [ 5.9306743 51.6259524]]","[[[ 535. 4596.]]

 [[6975. 4624.]]

 [[6993.  501.]]

 [[ 553.  473.]]]",7816,5364
18 Gennep derde uitgave 1952,390ad7dd-3458-43e2-bddd-5686f65247d0,"('TWEEDE HERZIENING', '3')","[[ 5.9243374 51.6709816]
 [ 5.9968483 51.6706263]
 [ 5.9978191 51.742554 ]
 [ 5.9251928 51.7429099]
 [ 5.9243374 51.6709816]]","[[[ 474. 6905.]]

 [[4605. 6931.]]

 [[4646.  485.]]

 [[ 514.  459.]]]",5148,7448
19 Mook derde uitgave 1949,57b1db0b-3e9b-47fa-8335-efb05fdd2e8e,"('TWEEDE HERZIENING', '3')","[[ 5.8523478 51.7012662]
 [ 5.9247062 51.7009564]
 [ 5.9255655 51.7731012]
 [ 5.8530916 51.7734116]
 [ 5.8523478 51.7012662]]","[[[ 534. 6997.]]

 [[4659. 7038.]]

 [[4722.  589.]]

 [[ 597.  548.]]]",5316,7624
20 Linden derde uitgave 1949,232f09ec-165e-4804-beb6-0d469baed396,"('TWEEDE HERZIENING', '3')","[[ 5.7800361 51.7026382]
 [ 5.8524387 51.7023729]
 [ 5.8531788 51.7741517]
 [ 5.7806611 51.7744176]
 [ 5.7800361 51.7026382]]","[[[ 667. 6853.]]

 [[4790. 6894.]]

 [[4855.  442.]]

 [[ 732.  400.]]]",5580,7704
21 Grave derde uitgave 1949,0210ad1b-35bb-4063-947d-fd075ce831c0,"('TWEEDE HERZIENING', '3')","[[ 5.6644879 51.7394204]
 [ 5.7804486 51.7390885]
 [ 5.7808429 51.7843101]
 [ 5.664766  51.7846424]
 [ 5.6644879 51.7394204]]","[[[ 676. 4694.]]

 [[7127. 4728.]]

 [[7149.  603.]]

 [[ 698.  569.]]]",7808,5472
22 Ravenstein derde uitgave 1950,c821be40-a36e-49b0-abca-026e3ceb1721,"('TWEEDE HERZIENING', '3')","[[ 5.6434284 51.7845257]
 [ 5.7452533 51.7842588]
 [ 5.7456119 51.8293567]
 [ 5.643685  51.8296239]
 [ 5.6434284 51.7845257]]","[[[ 565. 4670.]]

 [[6230. 4704.]]

 [[6255.  590.]]

 [[ 589.  556.]]]",6816,5292
23 Batenburg derde uitgave 1950,a4a67ee5-abb0-4c16-bd33-0513c72b9329,"('TWEEDE HERZIENING', '3')","[[ 5.5710785 51.7819799]
 [ 5.6438548 51.7818432]
 [ 5.6442652 51.8538168]
 [ 5.5713727 51.8539539]
 [ 5.5710785 51.7819799]]","[[[ 638. 7022.]]

 [[4759. 7061.]]

 [[4820.  606.]]

 [[ 699.  567.]]]",5496,7864
24 Megen derde uitgave 1950,cba1429e-8dcd-4f23-8628-d11834283790,"('TWEEDE HERZIENING', '3')","[[ 5.4987214 51.7874061]
 [ 5.5714251 51.7873144]
 [ 5.5717201 51.8593552]
 [ 5.4989001 51.8594471]
 [ 5.4987214 51.7874061]]","[[[ 543. 7006.]]

 [[4670. 7042.]]

 [[4725.  586.]]

 [[ 598.  550.]]]",5304,7608
25 Alphen derde uitgave 1950,28d0e902-87e1-4d9f-9d62-a5f6d68e2567,"('TWEEDE HERZIENING', '3')","[[ 5.4261245 51.7799396]
 [ 5.4989893 51.7798927]
 [ 5.4991688 51.8520822]
 [ 5.4261871 51.8521292]
 [ 5.4261245 51.7799396]]","[[[ 588. 6914.]]

 [[4710. 6942.]]

 [[4753.  496.]]

 [[ 632.  468.]]]",5352,7536
26 Varik derde uitgave 1960,c317f5d8-99a5-43b4-ab98-5f8268a3dbcf,"('TWEEDE HERZIENING', '3')","[[ 5.3102005 51.7910154]
 [ 5.4265155 51.7910339]
 [ 5.426555  51.836151 ]
 [ 5.3101236 51.8361325]
 [ 5.3102005 51.7910154]]","[[[ 730. 4377.]]

 [[7221. 4453.]]

 [[7271.  246.]]

 [[ 780.  169.]]]",7792,5388
27 Kerkdriel derde uitgave 1960,3c4fbe13-13e8-4f73-b6d0-605954db1698,"('TWEEDE HERZIENING', '3')","[[ 5.3110636 51.728127 ]
 [ 5.3838009 51.7281515]
 [ 5.3837964 51.7912458]
 [ 5.3109573 51.7912212]
 [ 5.3110636 51.728127 ]]","[[[ 641. 6311.]]

 [[4776. 6337.]]

 [[4811.  665.]]

 [[ 676.  639.]]]",5472,7640
